#timestamp_kf,x,y,z,qw,qx,qy,qz
1535224865747693650,1.4136227177245588814e-05,2.8437167149712256004e-06,3.103816921286944809e-06,-0.041722191698464569654,0.054915973008303552161,0.99761891219124232411,-2.5822291856620899902e-05
1535224865977683899,4.5446630982007188253e-05,-4.0863497508278150399e-08,5.2085163921955108119e-06,-0.041797926656784244182,0.054908995549838621186,0.99761612633874541256,1.9441280202296464572e-06
1535224866241492799,3.8406323209132700439e-05,1.218077383940255917e-05,1.6395954446318039213e-05,-0.041828544015413873791,0.054902718294634188234,0.99761518843022456426,1.5580100411991797685e-05
1535224866505301550,3.4909299061003216556e-05,2.3522256256962734903e-05,-1.6371701639738605113e-05,-0.041858080040528607146,0.054898014966729205555,0.99761420850721249654,-8.5182688317185036893e-06
1535224866768851550,5.1242724236122538643e-05,1.3503106441888177054e-05,-1.8719699690164027969e-05,-0.041867568213394316945,0.054892771001578563594,0.99761409877445195171,-1.871109250476538766e-05
1535224867031621150,5.8075625194350888271e-05,-7.8131647541109492967e-07,-1.1705187794144503556e-05,-0.041853576154404367737,0.054888051814410934726,0.99761494491810520646,-4.0089310745123340216e-05
1535224867295429400,7.577689316315762457e-05,-7.294037994233154641e-06,-2.2578633535689783302e-05,-0.041852058505696239366,0.054881898509413731824,0.99761534753112246499,-2.8021381927083304105e-05
1535224867558979899,7.0969408438757578331e-05,-5.8997292580126526251e-06,-8.2278121907431212598e-06,-0.041865721126314273115,0.054876139954080409289,0.99761509109506185666,-2.6032809225175727066e-05
1535224867790009550,7.3840915189380724884e-05,-1.5592647844023119685e-05,-1.1260443079969413007e-05,-0.041852752993558187122,0.054869440384219383966,0.99761600407109463085,-7.7256314278253527245e-08
1535224868052779100,5.854824140222696636e-05,-2.4797665329490109877e-05,-5.2045525603798502008e-06,-0.041843775957387953357,0.054863797474299286216,0.99761669098910654707,5.2486001158121700455e-07
1535224868316329649,6.3248640180062161214e-05,-9.6949817356915531184e-06,-6.5821329287660702151e-06,-0.041838988613675208439,0.05485839317642826618,0.9976171889578738794,-5.0672944929929967256e-06
1535224868580140449,6.3776813291282932576e-05,-1.8167943893891735137e-06,5.3194435487379277436e-06,-0.041848996604007752953,0.054852082419522357748,0.99761711614863479713,1.023537129169979111e-05
1535224868843948849,6.4470766519724034089e-05,1.0951284960823232323e-05,9.133253251412166453e-06,-0.041857395160584703886,0.054845379270455435483,0.99761713177634603333,3.5062643033344410457e-05
1535224869107499399,6.4739340256553690872e-05,1.2261441610914079834e-05,2.5476878014276990833e-05,-0.041856131165562450447,0.054839139452513251116,0.99761752722847152342,4.9340775204657639488e-05
1535224869371307799,6.707773814258836129e-05,1.7634166994127714774e-06,2.514639346323061745e-05,-0.041853839775530553291,0.054833012188734854553,0.99761795951598752907,6.100422359608021649e-05
1535224869634077299,6.2331799009966246269e-05,-8.9867542049523957762e-06,3.7045495330298962235e-05,-0.041852086739549626548,0.054827271787347225951,0.99761834840976937322,6.3404005545159185307e-05
1535224869897627349,6.9681744992647703615e-05,6.8196200041152990091e-07,2.5785715046826976934e-05,-0.041846084325316244834,0.054820951417775161396,0.99761894636304793149,7.9810863724385860225e-05
1535224870128656949,7.7496047277423923873e-05,-8.0273327761890608117e-07,1.3416440321307811809e-05,-0.041856833819616912074,0.054814568668591079348,0.99761884462935113138,9.677125659927825565e-05
1535224870392465799,6.7846852494339904868e-05,-5.7332486703811150197e-06,1.3024267268802131124e-05,-0.041866796598257254025,0.054808580622797566095,0.9976187548183627074,0.00010424671462872212881
1535224870654977099,4.7893476032204740649e-05,1.0727254425124503612e-05,1.9454097555104409869e-05,-0.041871521457472610228,0.054802654887684737472,0.99761888136103726854,0.00011072513095379793013
1535224870918785949,6.1471461858940003677e-05,4.2773014711657529607e-06,3.3007874699723016489e-05,-0.041863604371194393372,0.054796753801214737045,0.99761953702241434883,0.00011727356477348541153
1535224871182594849,5.3840343510646691686e-05,-1.7260365308339195925e-05,3.4375202029072204923e-05,-0.041861306532402740854,0.054790874559217550566,0.99761995564629768474,0.00012319382667622282143
1535224871446145899,6.2763143823959329122e-05,-7.573212995312553035e-06,2.7293628559131973476e-05,-0.041863811033240945492,0.054784578727793881159,0.99762019429420090155,0.00013854890082596628669
1535224871709954249,6.7374854029675032042e-05,-2.8665060381170858785e-06,2.5122211493464391614e-05,-0.041864429063745593751,0.054778527381478918368,0.99762049926061557859,0.00014822984809023049602
1535224871939944550,0.00028995284044164445179,-0.00033925835580032073476,6.4004488331445341448e-05,-0.041766286964457242925,0.054752281022367489671,0.99762393213594569019,-0.0020627713564642844411
1535224872203752999,7.9933291577220167887e-05,-7.3264542142407486618e-05,9.5891761875922614227e-05,-0.04192369610214669029,0.054720301419629371886,0.99762086396172477976,-0.00083911021220815968941
1535224872467303499,8.8851070051451964417e-05,-4.7362293505738713682e-05,-0.00025554796740399833739,-0.042207812361638528953,0.055027371553649596925,0.99759178421707517259,-0.0010587814407038401328
1535224872731113349,0.00028828372586514329186,-0.00044459171845205651364,-0.00035319048551637729008,-0.041841888419412276434,0.053349237346426450768,0.9976955589402258795,-0.0025859077725971634648
1535224872993882949,-0.00085286853160168173572,0.0012179542659910833676,0.0016227173010126341723,-0.040432025050995010207,0.052372050226222259528,0.99770154988997072909,0.0146300052130025008
1535224873257433049,-0.00029463261297557954976,0.0061673312953457728666,0.013080859848151757396,-0.034874423259110630402,0.062663442271959607366,0.99479746135577451494,0.072353842227523015862
1535224873521241899,0.0015763112908645264196,0.020783266851241811307,0.030393679218843023399,-0.038281318161187766203,0.080308548967365084303,0.98943758905191547814,0.11444795766520593494
1535224873768659949,0.0046188358888864921442,0.049931056314822606923,0.049971050456365864734,-0.045594367807117036628,0.089383961636491163216,0.98571999351837358283,0.13523222768474685296
1535224874048600899,0.0063374054642790769373,0.10850220168677437993,0.078494721869546132953,-0.057838698394070971187,0.091217709992678266961,0.98758967917587514584,0.11402034878507270876
1535224874344934699,0.0075799184792011567793,0.15786418110482783317,0.088754271352889518854,-0.06949920626495803555,0.095483688066938438022,0.9896241509110682566,0.081833767939814297532
1535224874608743550,0.0043179336882792039576,0.20728599518933926715,0.10209755221465283137,-0.07374961464444403092,0.10243951338016235586,0.988295758438926919,0.085665829184476113833
1535224874838732450,-0.0031298117053399632237,0.26701700017698209999,0.11986357846054788989,-0.07198023985815898973,0.10332409796166378002,0.98682043640503036563,0.10162874664071407105
1535224875069760650,-0.019057140267317834725,0.32516712470846087513,0.14114499877488637103,-0.065961510015534616236,0.096809764479441423601,0.98621671557410073294,0.11684835737032961411
1535224875333569150,-0.042121438586692858119,0.39260389943818135849,0.16560840225736891962,-0.061256083497094042378,0.10017739986044583989,0.98632624374315136517,0.11564048467265855558
1535224875563557499,-0.015714842493765601023,0.36568611497668113142,0.22060074143670088676,-0.060549128733838573913,0.11464231553988714352,0.98528615815816433798,0.11136484651431353965
1535224875794585749,0.013496671660785728233,0.35977706131829551017,0.2656095376840441058,-0.061696355651949683074,0.14624322859822003196,0.98180867056774567825,0.10420274558013349619
1535224876090918649,0.025965970546737257574,0.36439931953326115677,0.30416611421535466597,-0.063470288648783665386,0.21184500509315576378,0.97133229888107242012,0.087216864345928526991
1535224876354727549,0.037975619246904970816,0.36624817466346626382,0.31861358886460505735,-0.062427505750486722569,0.25178236406903514721,0.96247215585764211987,0.07972325174205870113
1535224876584715999,0.02944563127530679808,0.36923967517818079287,0.31499317130974902046,-0.06718750432696614372,0.27902031578397640255,0.95525970917570857122,0.071500983683229532573
1535224876815487950,0.025815568194841626015,0.35839414312813944186,0.30069377328970980923,-0.072615464887047759257,0.29652839691104038167,0.94997486437557587813,0.065921628766421630496
1535224877079296450,0.029442265960978299122,0.35925936543397346545,0.30501292748095337748,-0.07709983185116642268,0.30988898385934643409,0.94481425276839192673,0.073146848030884073499
1535224877309285350,0.016036581567371688967,0.38696461010778898659,0.30637527660182423128,-0.086440814017103115297,0.30568571861753340846,0.94512845226449238023,0.07626556120211251677
1535224877540313599,0.0015535946707566688964,0.41878268042351962652,0.3120443459069498493,-0.098089336657173412104,0.29636140766111535028,0.94670846356575333314,0.07931886973636792515
1535224877770302599,-0.009930170621557697988,0.45692738133025290193,0.32015229736061179278,-0.10591828710363189459,0.29280821095645109819,0.94631894823632278779,0.086747427987352021539
1535224878001330900,-0.016441574966942790192,0.48636635461159527516,0.3305003458861987542,-0.1135352671779730066,0.28954842846770739717,0.94628399867388401923,0.08841970669753664025
1535224878231319350,-0.03640201700284306785,0.52364710866600683303,0.34835642070030770068,-0.11841312525542280198,0.28262208789078779869,0.94869756978294461636,0.077948754264820299675
1535224878462347550,-0.044324601629685447812,0.56274821901969651616,0.35509642845820427182,-0.12412671025992604024,0.28714219458615686253,0.94729730829078173659,0.069063228952463653898
1535224878693377299,-0.040738900713614266402,0.61853560963813691842,0.35587754525750425749,-0.12792210487476363134,0.29078591298606026871,0.9463162769950882458,0.059707552180900964889
1535224878923366349,-0.051237659030167977126,0.65171412353032498466,0.3560821069451677312,-0.12471045618874100624,0.29030463004938555915,0.94709165370373260551,0.056461698290273545919
1535224879154394650,-0.077012669137677083886,0.62705379406231964712,0.33339012939152729009,-0.11869371077612975163,0.29446085366288365925,0.94635057646393661024,0.060209593161724118959
1535224879384383149,-0.064670570418450937233,0.60909788999094605089,0.32675574036146964874,-0.10713481413722766855,0.29744718876615505732,0.94580461974609308928,0.074168205869144882003
1535224879615153149,-0.075459586451710525257,0.61464264585833883192,0.33634155125459053171,-0.098755957921726089666,0.29827461529461085643,0.94724903132647420012,0.063235965216627207375
1535224879846180900,-0.083764342476377443014,0.62386326560359173232,0.34469806271907815765,-0.094173106941244907886,0.29460600137241249596,0.94963193115903865582,0.050377824561546935556
1535224880076169849,-0.083703951670517390271,0.62556711553659560821,0.34900498039646132842,-0.08946713260120747746,0.29733645534733055271,0.94900212419634655259,0.054604329282864454143
1535224880307199599,-0.078173502034310698994,0.6228461677990407841,0.35369894517313466009,-0.088475496701549610767,0.30528600715149745159,0.94697940290037163624,0.046931341376250546027
1535224880537188599,-0.063993716414317586283,0.61325665347627733581,0.35704174729052268189,-0.090034463167308509401,0.31262622760963587609,0.94499210308904613154,0.033890446324790234056
1535224880768216899,-0.056856085174890207135,0.61452758475208768552,0.36645939613992650763,-0.089858347367158586394,0.31811001691450341289,0.94363829846799518464,0.016681013504335356207
1535224881032027350,-0.038210499019555276001,0.61879714195063839632,0.39405376415790688283,-0.083903423864218021344,0.31479590475503471669,0.94535046750800089121,0.013275819964588927297
