#timestamp_kf,x,y,z,qw,qx,qy,qz
1532199344860817899,0.0017328857684073507503,0.00025597671626852717313,-0.00091744644132108973695,0.55663152854385544721,0.82866606051720959059,0.058888796328627680821,0.0024517840011607275851
1532199345109112399,0.02149934773156295803,0.0042359400070405318905,-0.003038910772543239585,0.55646606710086565784,0.82843525470954082479,0.063524223216751676824,-0.0022842907742809930721
1532199345357399199,0.049066010873332524533,0.0040801412065097396667,0.0030072667458012247894,0.55095028111565069739,0.83124267189599687633,0.074019228827096980594,-0.0032499110191247281357
1532199345607734050,0.068621412185584609866,0.011478229990221531023,0.037477184835049956457,0.54880763342813054795,0.83123428662546672285,0.088294351835773124404,0.0079905984237511763074
1532199345856007650,0.10976224779639361107,0.019333231329179457331,0.057309603706873969708,0.55009592933693329808,0.82843296773168995095,0.1038967891437738017,0.017284203997257240049
1532199346104307799,0.12102008823456565645,0.043290028274155040178,0.077333904367939798608,0.54687449311958902243,0.82789330256772752925,0.12147544970287134369,0.027652910483027003108
1532199346352596249,0.14036514837891933549,0.072093998551836235844,0.093183089796007104177,0.54908982966891239919,0.82600915909817951288,0.1214612128035219285,0.038162833023605367833
1532199346600838500,0.18606953011452781466,0.094853836573190963843,0.099423277145737898319,0.54970630691896082975,0.82492105315220198847,0.1210801665432040819,0.051650996792469490437
1532199346849102149,0.21388926059986593242,0.10406649809432266807,0.13281183164783283424,0.54982306556612292603,0.82404630252492250264,0.12759770853949684022,0.048591281542617520417
1532199347097248200,0.28608236470646924987,0.093979632869409537865,0.16445799161638127717,0.53372285546059217154,0.83417750197535145418,0.12632870459959133491,0.057696335683909451275
1532199347345208550,0.25671769384308146256,0.049042493626680734586,0.16571756644796692415,0.51623318716422750274,0.84368575406271328898,0.12158272032189548773,0.083158204532254045849
1532199347593165949,0.20640512907094160644,0.10766955933133891266,0.16703269646839399853,0.50388670320867445795,0.84952763927015684242,0.11710929984337177523,0.10337500827457507535
1532199347841016500,0.11059320946109817141,0.081804311193532125435,0.18840056501938998168,0.48893638795623217685,0.85475896341933121914,0.11203157399342636436,0.13333135195888062841
1532199348088809099,0.13081010041968238466,0.14139511410192978635,0.33196929305186834158,0.4401533844984715782,0.86262343237956351505,0.22195968522306461224,0.11348881072565393524
1532199348336557699,0.29922920238396583104,0.20259620715209591957,0.28125764378515344388,0.50273030457388967474,0.84014502662190759796,0.2003320174935547815,0.035856071626544194775
1532199348584372199,0.38741009548272997698,0.15553573705169843056,0.21661650935092333081,0.52015001152023232489,0.83385789973491464266,0.183310158644300919,0.022855071712518593846
1532199348832167349,0.41234698931711338821,0.1650797706505367779,0.16001409987028494819,0.53992898961198365626,0.82854823557073431495,0.14811995908828884394,0.0067071028691317565243
1532199349082368850,0.31818347894171750134,0.13362911752192180304,0.11993043054846505568,0.56084728673966299795,0.82023434879446832646,0.1114695701968908409,-0.015507060798270463214
1532199349330641749,0.28999931642426979295,0.13008943017893237482,0.096624479209550695469,0.58252928741980758431,0.80878668265235820201,0.069916332956917751074,-0.040440544608472385468
1532199349579100700,0.1877545445010451175,0.10268733151134716575,0.071706498941222648891,0.60390930342846005363,0.79388973268526630278,0.031810507247702235478,-0.06340928321718973526
1532199349827532899,0.14883794995452084842,0.0090746957130384119788,0.038179898997891884016,0.62212829369686561964,0.77821331222105893932,0.0030647318638058322106,-0.085621459239879363357
1532199350075937650,0.085920536504583186477,-0.016038124227461345722,0.0085395201498665376794,0.63578072793091766624,0.76228527508843102467,-0.038555597546223778493,-0.11496734872496694457
1532199350324395700,0.067422201542414225695,0.080711785732978824637,-0.054582193357143191093,0.64693944150430848783,0.74134764692770338534,-0.09866789280943299989,-0.14878733934513893589
1532199350572834849,-0.01704561918844672147,0.13946936193769007839,-0.0784709144925583163,0.6468548841064399868,0.73748541236568743162,-0.10835319668461741716,-0.16110124215439799999
1532199350821199199,-0.095016491151651644165,0.22882330202359998927,-0.091917134708686426547,0.64638945247651802273,0.73338627480846951823,-0.11635058511764359568,-0.17546449496252544686
1532199351069463750,-0.099853239940983690159,0.34608868808101012071,-0.11714532011536342437,0.64837457900938810784,0.72971776604479010597,-0.12185437694150472177,-0.17964937526528118594
1532199351317775299,-0.08919294432035833331,0.35860631253616892522,-0.11256449892755930609,0.64901223001771202181,0.72928287857542217765,-0.12616183222971752431,-0.17610451553731662488
1532199351566065550,-0.049399296471790539453,0.33104903340342145546,-0.098215118150045757628,0.64872162522806664509,0.73316639955107454352,-0.11923649134797810467,-0.16555948375675569317
1532199351814364800,-0.018616929642032400277,0.30024533047901885707,-0.096611867173606466586,0.64549044198320881804,0.7452496899081844095,-0.096938844502626811406,-0.13619048948653825204
1532199352062670349,0.029455365401454956797,0.27401255851106337547,-0.094465677194029096242,0.64266595504427992402,0.75328438143068954247,-0.081978874061919920768,-0.11323680994782005238
1532199352310952900,0.066323158909338778,0.24197988626208510876,-0.087115177740508309423,0.63537952815641018933,0.76014895183665465161,-0.080225975611875638416,-0.10968235527425893028
1532199352561274650,0.075664678399788562468,0.21765197715148756896,-0.10053374847683518856,0.6272136181331653404,0.76709890593275442683,-0.084113127589022507191,-0.10529637938828502464
1532199352809605699,0.1160852070987362511,0.20465986079891065885,-0.11963580100103221593,0.61653938440109701258,0.77635059148957519248,-0.085456888663252156269,-0.099277725377423395314
1532199353057900450,0.14011099559489170741,0.16564716459693334949,-0.14248099306766184857,0.60379131176008649096,0.78707993697449896153,-0.084292618569664440331,-0.093999888882573032212
1532199353306199899,-0.10000625157957154787,0.093920117692520455055,0.11242134146956887786,0.50236531835071429608,0.86455679829607967601,-0.0037100246273469553344,-0.012524582056923253687
1532199353554463549,-0.61923020665850214694,0.14374789342322694119,0.24819749233766499885,0.45798580083433243493,0.85966101063419653183,0.15531045289313480384,0.1646530177423756458
1532199353802764300,-0.57039199941266338634,0.14560326278175489412,0.21082513045440892663,0.44340843852009864667,0.87333386780767618962,0.14551122732504659374,0.13965455492616685174
1532199354051038750,-0.51148996202448782089,0.12489561083396363839,0.19144527818588394363,0.42385613646772440921,0.88745487573813208737,0.14024429257471474064,0.11446116156802954578
1532199354299336299,-0.43137497551566161835,0.1276929568690821637,0.16885390739206124211,0.40695501229918001895,0.90009431777935555719,0.12920878346607089782,0.086734810434579451277
