#timestamp tx ty tz qx qy qz qw
1494876480.121301999 0.225722082 0.159298424 0.147200127 -0.612692112 0.042372279 0.109178927 0.781596397
1494876480.200750950 0.225883072 0.159536345 0.147197716 -0.610376017 0.042432227 0.114082437 0.782704173
1494876480.280158350 0.227044425 0.157983079 0.145621339 -0.608890748 0.043966772 0.118152478 0.783172377
1494876480.359596700 0.227864986 0.152807327 0.145655670 -0.608012927 0.042852584 0.119426549 0.783722678
1494876480.836100249 0.228382222 0.152414678 0.145417560 -0.606995917 0.031486000 0.126447245 0.783948775
1494876481.312597849 0.233469070 0.127758381 0.140209294 -0.600777664 0.023499403 0.137814181 0.787096708
1494876481.791107950 0.240732641 0.100319067 0.136902050 -0.602981892 0.010971671 0.143237990 0.784713539
1494876482.267661950 0.244090946 0.094187874 0.141034628 -0.605212769 -0.011789495 0.127698128 0.785666405
1494876482.746280400 0.254751441 0.095960353 0.139906140 -0.615498207 -0.030961078 0.123580852 0.777773195
1494876483.222757749 0.262149139 0.075668007 0.140693049 -0.626326260 0.006657924 0.127459605 0.769041700
1494876483.699315049 0.265492587 0.051127208 0.152761361 -0.611736679 0.061542770 0.128746865 0.778084165
1494876484.177954450 0.279873922 0.006826377 0.170181985 -0.606816112 0.065421751 0.133973254 0.780733865
1494876484.655059799 0.290255113 0.016538843 0.174245291 -0.599841395 0.038089427 0.118145499 0.790430982
1494876485.132137999 0.297073432 0.018972855 0.179987229 -0.615857141 -0.000015836 0.095393142 0.782061462
1494876485.611241750 0.292123536 0.016517539 0.188794245 -0.634231775 -0.006512498 0.093748563 0.767410483
1494876485.849769649 0.286135797 0.007764124 0.194486276 -0.645248338 0.000381569 0.088298064 0.758853008
1494876486.326905849 0.247987058 0.022334525 0.220134678 -0.624713433 -0.043467726 0.027550365 0.779156378
1494876486.726454349 0.245907418 0.011333219 0.240763809 -0.607442141 -0.068040520 0.017244548 0.791256696
1494876487.203521900 0.277681768 -0.036962966 0.279702813 -0.633745603 -0.047171906 -0.006650541 0.772073243
1494876487.679822150 0.264337052 -0.041408423 0.288254774 -0.649418384 -0.046346445 -0.005902409 0.758994684
1494876487.999427149 0.270280802 -0.028894756 0.310387980 -0.655328616 -0.053746970 -0.010134489 0.753361109
1494876488.475748400 0.283277749 -0.009060008 0.343129532 -0.642161558 -0.046038201 -0.024545952 0.764791811
1494876488.555150750 0.288202368 -0.002975191 0.350541061 -0.642000907 -0.042800014 -0.028474071 0.764978576
1494876488.952093099 0.305323724 0.048949057 0.363329033 -0.640904670 -0.021394824 -0.045251820 0.765986774
1494876489.430465050 0.311166776 0.084190682 0.351242970 -0.635586417 -0.021279197 -0.039625936 0.770718423
1494876489.906778749 0.323786147 0.070349056 0.339475031 -0.641227159 -0.019983253 -0.045830592 0.765720548
1494876490.385541349 0.308419717 0.024448540 0.335549422 -0.644005284 -0.024622660 -0.053782209 0.762730878
1494876490.942061699 0.297926883 0.007229403 0.330304999 -0.659626257 -0.039672316 -0.051296801 0.748790990
1494876491.180571849 0.297426655 0.005822512 0.319793958 -0.667168540 -0.037555738 -0.046684174 0.742493296
1494876491.419140749 0.296119299 0.007661282 0.311562789 -0.679251114 -0.034968164 -0.041107650 0.731918925
1494876491.898190099 0.268643074 0.023331249 0.312511812 -0.686138694 -0.067836373 -0.006889355 0.724268221
1494876492.295725150 0.257132081 0.033141319 0.321950355 -0.687003846 -0.088266155 0.016294291 0.721088966
1494876492.375222999 0.264044123 0.038009156 0.323296835 -0.687223664 -0.086970571 0.014268785 0.721079855
1494876492.693226299 0.290877694 0.021644253 0.328518266 -0.688084716 -0.053337091 -0.011307700 0.723579101
1494876493.092716999 0.332441100 -0.006395416 0.332763854 -0.687260698 0.014386229 -0.059662162 0.723813647
1494876493.251731699 0.332411318 -0.002141466 0.337283838 -0.690572235 0.012992890 -0.059737079 0.720675138
