#timestamp tx ty tz qx qy qz qw
1535224862.156861549 -0.438575944 -0.000381406 0.066390430 0.643994804 0.544512705 -0.346877033 -0.410430178
1535224862.222423000 -0.436547011 -0.000599466 0.066842600 0.643881714 0.544398215 -0.347044619 -0.410617770
1535224862.288765899 -0.438634784 -0.000188691 0.067125382 0.643773247 0.543662750 -0.348141600 -0.410833599
1535224862.354327350 -0.438595839 -0.000180477 0.063180587 0.645194276 0.545641948 -0.345104361 -0.408536646
1535224873.192129900 -0.438851388 0.006118851 0.066517589 0.625584823 0.564256369 -0.303059936 -0.445435802
1535224873.324033799 -0.437045684 0.012322358 0.072499910 0.620819097 0.565343310 -0.280732857 -0.464929731
1535224873.455680450 -0.433362586 0.021804462 0.084003668 0.616056056 0.564238165 -0.264495556 -0.481821886
1535224873.587584450 -0.429690602 0.033348428 0.099856485 0.611835356 0.561614587 -0.252497481 -0.496479178
1535224873.833963100 -0.422745820 0.060331686 0.136866998 -0.605955014 -0.557287546 0.246280789 0.511463473
1535224873.965867549 -0.419977335 0.075292614 0.158030587 -0.608817927 -0.552011013 0.256041793 0.508986417
1535224874.114162350 -0.416857454 0.090911577 0.190226515 -0.613577555 -0.543846681 0.268899258 0.505417215
1535224874.410496150 -0.414795732 0.116976605 0.213467336 0.625922474 0.526270642 -0.292984275 -0.495399315
1535224874.773428749 -0.416271779 0.152336572 0.245134325 -0.622881559 -0.524764705 0.280728466 0.507771697
1535224875.135064349 -0.435520719 0.186763649 0.283097885 -0.612576879 -0.541079478 0.263148006 0.512577499
1535224875.398872849 -0.452173096 0.232057719 0.318201271 -0.620759659 -0.536058413 0.260548947 0.509326094
1535224875.760765749 -0.452336220 0.322637155 0.363149609 -0.652069315 -0.497712026 0.250449287 0.514162914
1535224875.991793400 -0.433915257 0.399790652 0.396332162 -0.680227202 -0.455398223 0.237185733 0.523112168
1535224876.222823100 -0.412726735 0.461579403 0.412381640 -0.704624784 -0.417794917 0.220505828 0.529460575
1535224876.519154549 -0.395185399 0.545550062 0.432285255 -0.729227506 -0.376770976 0.210627484 0.530949092
1535224876.815487950 -0.384936756 0.613601230 0.450477830 -0.739550259 -0.350761689 0.205446276 0.536491827
1535224877.243981649 -0.401590504 0.681422880 0.471274743 -0.733536421 -0.338246949 0.196968567 0.555622808
1535224877.672218099 -0.429118803 0.738678106 0.504471415 -0.713316852 -0.345706129 0.209673132 0.572453944
1535224878.133234900 -0.451371069 0.800692947 0.530324349 -0.704449802 -0.349239094 0.222144705 0.576571124
1535224879.022490100 -0.465807721 0.874344435 0.537357261 -0.718379248 -0.331501873 0.243308446 0.561104949
1535224879.846180900 -0.514018943 0.942858321 0.535640892 -0.739303158 -0.340139361 0.225401639 0.535658620
1535224880.439104099 -0.511266219 1.022427935 0.542270544 -0.754401789 -0.322032277 0.221212803 0.527482749
1535224881.789375599 -0.532811396 1.072932893 0.584275845 -0.739976909 -0.362499117 0.222589942 0.521039616
1535224882.349515700 -0.582317547 1.121066884 0.641879381 -0.735038202 -0.358442388 0.260915549 0.512992176
1535224882.777753149 -0.633487053 1.167577611 0.675175231 -0.723158481 -0.354982320 0.280914333 0.521647871
1535224883.106865450 -0.674522359 1.192765291 0.691066277 -0.708253399 -0.359881933 0.275767393 0.541123333
1535224883.535101999 -0.723656535 1.234463649 0.700610966 -0.699841256 -0.367838551 0.273435451 0.547859536
1535224883.831691799 -0.756554572 1.263301288 0.704726913 -0.699526853 -0.374086963 0.274879517 0.543288485
1535224883.996119249 -0.778164791 1.276358125 0.707477332 -0.699784472 -0.377331559 0.277372595 0.539432137
1535224884.193585300 -0.801324476 1.291926486 0.712640965 -0.697715932 -0.380887842 0.275198586 0.540724208
1535224884.292708500 -0.814335280 1.301104273 0.714882304 -0.696705385 -0.382020504 0.271906831 0.542889138
1535224884.523738799 -0.847597025 1.327344221 0.725477557 -0.695013274 -0.385782371 0.262735085 0.546899246
1535224884.655385049 -0.864631673 1.336625974 0.730244715 -0.695204056 -0.388382545 0.266628429 0.542917674
1535224884.885373499 -0.894473332 1.355063719 0.741585344 -0.697058737 -0.393127634 0.278062987 0.531263358
1535224885.149181999 -0.937126917 1.387654897 0.746243828 -0.701949282 -0.396425670 0.274230561 0.524320029
1535224885.544638800 -0.994589563 1.430501133 0.749004957 -0.707665122 -0.394931523 0.266867329 0.521556321
1535224885.610200249 -1.004482565 1.437268662 0.747299805 -0.708720340 -0.394942139 0.267839585 0.519613456
1535224885.874008849 -1.043588603 1.465387602 0.746544080 -0.707056529 -0.403501904 0.265166256 0.516666368
