#timestamp_kf,x,y,z,qw,qx,qy,qz
1494876480200750950,-0.00028507783290224821037,-0.0017941210998516127391,0.00020512292657019152303,-0.16703414193277424382,0.66337337819863251287,0.7294068543998866172,0.00099863936369736124032
1494876480439039449,0.0044920524837261657444,-0.016237553790357083655,0.0030743778323160408407,-0.17930855296422157363,0.65783914272853338812,0.73150161766201737823,0.0012200352114584711322
1494876480677267699,0.0025874160286376191205,-0.029408370702763603904,0.0069699445051613004298,-0.17637067960884036943,0.65433009527974983488,0.73534546961400315546,0.0035426125487889557897
1494876480915536900,-0.0015312575079834190618,-0.041491746765020980081,0.016292717270620656056,-0.1697146729110693697,0.65494180189075179577,0.7363540474759531218,0.0055572205792324535362
1494876481153781699,-0.0059037555462175435317,-0.053482082755552551312,0.026528016508155213837,-0.17013737796735864394,0.65039577485607869001,0.7402899079796517734,0.0030758431742498341596
1494876481394026249,-0.010011175101282661706,-0.066500731050834649416,0.032509703425018146583,-0.17609061100834849656,0.64544376431507499703,0.74323087768315043711,0.001518644075184898655
1494876481632243600,-0.011986304011271561518,-0.075351419729592236663,0.03044242171371050118,-0.17655379059090289817,0.64321623290119067651,0.7450514318917136336,2.4423201716914432293e-05
1494876481870520150,-0.0063410644142719678473,-0.07608853626308433038,0.023412921198156709524,-0.16966545241065369987,0.63937572748061732852,0.74994023719235114456,0.001397857932971857068
1494876482108802700,0.0054022164380492058988,-0.077760877094383396013,0.018793975125147206057,-0.1623341150131574484,0.63590036042249853399,0.75447515836776835041,0.0067529344261428826332
1494876482347085450,0.021434652502161550408,-0.072708554977562331323,0.0079600528864857446332,-0.1520233594859700943,0.63564139212397319234,0.7566369623214591611,0.018692940866901704838
1494876482585369599,0.042505304011267945608,-0.067170661757950431148,-0.010710216311446661697,-0.14150679714460925873,0.63037156188321086248,0.76280886827669325267,0.027021302878066692787
1494876482825704399,0.045347147805713756974,-0.073929449518183434908,-0.023522639785350185626,-0.13294940882164157925,0.63096746608958076408,0.76417937215999975908,0.015310081502747836107
