#timestamp tx ty tz qx qy qz qw
1532199344.712222500 0.093978954 0.032023824 0.000497528 -0.059711415 0.835455140 -0.546261240 -0.006921967
1532199344.811964300 0.100332205 0.034622566 0.003056043 -0.058230103 0.834178489 -0.548409413 0.001618588
1532199344.860817899 0.099432015 0.036551830 0.001087634 -0.058652946 0.835405296 -0.546487478 0.003042832
1532199344.911686149 0.099933045 0.036629664 0.003412865 -0.058851690 0.834975241 -0.547110208 0.004821337
1532199345.208839200 0.099500046 0.042922444 0.005240679 -0.067720922 0.833583007 -0.547987249 0.016224137
1532199345.508025600 0.100073811 0.055658233 0.010351317 -0.089754288 0.833390351 -0.544408066 0.032008580
1532199345.556868149 0.101372918 0.057171246 0.012055889 -0.093227789 0.832730259 -0.544593766 0.035868165
1532199345.705428700 0.100580080 0.063974507 0.016444698 -0.104844660 0.829421363 -0.546593896 0.047988671
1532199345.953695149 0.099428193 0.072346627 0.020266778 -0.126008296 0.824228836 -0.548505025 0.062537769
1532199346.004561450 0.098054832 0.077260311 0.025657956 -0.131048392 0.824018650 -0.547383550 0.064736638
1532199346.301691750 0.106238470 0.092853748 0.028689501 -0.140839799 0.821940038 -0.546884357 0.074136531
1532199346.600838500 0.156676217 0.153770582 0.025856476 -0.139829108 0.822513300 -0.544778851 0.084473049
1532199346.897941749 0.160925646 0.166261230 0.017776230 -0.148344237 0.822145405 -0.543764534 0.079944057
1532199347.196829699 0.183203182 0.183440136 0.001242581 -0.153108151 0.825633730 -0.536954949 0.081032220
1532199347.296422550 0.177265120 0.165346373 0.000402694 -0.154442676 0.826820616 -0.534777163 0.080799224
1532199347.593165949 0.176993031 0.154273789 -0.000120392 -0.165531867 0.825036171 -0.533390775 0.086074383
1532199347.891817949 0.181483963 0.150060315 -0.001584110 -0.167450589 0.822575969 -0.534613491 0.097557631
1532199348.287808500 0.174781786 0.140266959 0.006765056 -0.168482349 0.818423754 -0.538824323 0.107072904
1532199348.584372199 0.173283795 0.128157783 0.008544666 -0.159755865 0.820054868 -0.542067322 0.090283422
1532199348.883003799 0.166273326 0.121253228 0.009389609 -0.138758877 0.822808623 -0.546997102 0.067276408
1532199349.180019049 0.150530992 0.108455722 0.010757140 -0.111347717 0.823537390 -0.555047395 0.036197272
1532199349.479317900 0.130640326 0.094708486 0.014533394 -0.080148160 0.820171606 -0.566415764 0.008245674
1532199349.827532899 0.104256240 0.080493383 0.019101615 -0.052213150 0.817044651 -0.573687179 -0.024389468
1532199349.976183700 0.094334650 0.076583948 0.021043433 -0.038194463 0.816766311 -0.574190144 -0.041709164
1532199350.075937650 0.088232919 0.076368852 0.023334359 -0.029548250 0.816563518 -0.574209944 -0.051321170
1532199350.324395700 0.065957512 0.073207668 0.029283898 -0.013674123 0.816480966 -0.572845649 -0.070849932
1532199350.572834849 0.044947802 0.070549761 0.033926126 -0.001908152 0.814602688 -0.572906410 -0.090537651
1532199350.870048399 0.025498902 0.067001687 0.039737582 0.002053178 0.811344402 -0.574936404 -0.105660675
1532199351.218056900 0.017213798 0.066151819 0.046858781 0.004351305 0.810057094 -0.577611200 -0.100766419
1532199351.566065550 0.016335713 0.068954371 0.050329469 -0.016918572 0.811725899 -0.578919482 -0.075279878
1532199351.865245900 0.028004076 0.070652294 0.048093419 -0.042943616 0.818790162 -0.571299971 -0.036808408
1532199352.013817749 0.036828573 0.073073199 0.045395347 -0.053215361 0.821324782 -0.567666321 -0.018672845
1532199352.113543600 0.040599970 0.073220109 0.042314720 -0.059331239 0.822542551 -0.565518023 -0.009639627
1532199352.410671650 0.027869851 0.076191806 0.036017316 -0.066244320 0.827378140 -0.557654740 -0.008848360
1532199352.709870300 0.050801004 0.076194925 0.022756687 -0.066967571 0.835916287 -0.544681975 -0.008991820
1532199353.007042149 0.061745227 0.080168692 0.007558959 -0.069587236 0.844086392 -0.531618946 -0.007554901
1532199353.057900450 0.063292768 0.079219906 0.005346883 -0.069258325 0.846111040 -0.528435347 -0.007448262
1532199353.306199899 0.076578235 0.088070379 -0.013105213 -0.069934574 0.858918727 -0.507309737 -0.002146080
1532199353.355040700 0.079174699 0.087902626 -0.015079398 -0.070794832 0.861962320 -0.502004541 -0.000700497
1532199353.405913350 0.080151400 0.088944497 -0.017845340 -0.071994702 0.865019418 -0.496545008 0.001106759
1532199353.503604549 0.088465808 0.090826202 -0.035997342 -0.072048259 0.870241581 -0.487311134 0.004061770
1532199353.554463549 0.085521259 0.090213807 -0.031296862 -0.073556505 0.873531910 -0.481154537 0.004664142
1532199353.603311300 0.081529063 0.092119284 -0.031756807 -0.075111242 0.876775706 -0.474964266 0.005622046
1532199353.703047900 0.081529055 0.096978616 -0.039007559 -0.076893143 0.882299303 -0.464328477 0.005869375
1532199353.751897550 0.079195578 0.100614713 -0.042026095 -0.077655423 0.883466126 -0.461963677 0.006841134
1532199353.851607599 0.079699771 0.105003851 -0.049748684 -0.079662791 0.888599563 -0.451648469 0.007636512
1532199353.951323849 0.081050866 0.107384988 -0.055876370 -0.082275920 0.894256360 -0.439850875 0.008212401
1532199354.002231750 0.081619732 0.109525637 -0.058963386 -0.083099970 0.896849448 -0.434370584 0.008812366
1532199354.051038750 0.081926350 0.110846714 -0.060352591 -0.084491087 0.899537348 -0.428505975 0.008743335
1532199354.099885050 0.082239013 0.112699059 -0.062781228 -0.085328039 0.901744029 -0.423664617 0.009226289
1532199354.299336299 0.079754559 0.120330709 -0.075186292 -0.089193732 0.908715745 -0.407640222 0.010470062
1532199354.696228499 0.084218859 0.121030679 -0.098110537 -0.094912164 0.917120748 -0.386984283 0.011152526
1532199354.995424500 0.087417377 0.118017120 -0.108175527 -0.096783127 0.920532177 -0.378320758 0.011266797
1532199355.292563949 0.088300677 0.108585362 -0.109865423 -0.097702631 0.918213523 -0.383631992 0.012830293
1532199355.591768300 0.092369864 0.092429105 -0.107442534 -0.096270902 0.908376833 -0.406781311 0.010602260
1532199355.888699999 0.088313408 0.076256257 -0.092581770 -0.096624587 0.894283606 -0.436884247 0.007257859
1532199355.988309899 0.088763583 0.071497475 -0.087790266 -0.095877120 0.888955922 -0.447813550 0.005288695
1532199356.088062300 0.086248344 0.065130287 -0.083799631 -0.096107935 0.883411029 -0.458624182 0.003475505
1532199356.136898250 0.085876291 0.061208913 -0.079575267 -0.097257768 0.880619591 -0.463725034 0.003025864
1532199356.187754300 0.080898221 0.057804261 -0.080493563 -0.099023417 0.877885681 -0.468509648 0.003131082
1532199356.236608349 0.081734856 0.054306365 -0.081071899 -0.100220720 0.874955710 -0.473713010 0.002072670
1532199356.287484350 0.081507346 0.051196136 -0.080087645 -0.099998759 0.871965527 -0.479243244 0.001510621
1532199356.336334849 0.083261865 0.048756162 -0.077174801 -0.099724358 0.869084283 -0.484505199 0.001507521
1532199356.385184850 0.084288662 0.045037851 -0.075660114 -0.099234304 0.866178113 -0.489780850 0.001658042
1532199356.436098750 0.087034314 0.041351114 -0.071769410 -0.098446803 0.862753336 -0.495944267 0.002047601
1532199356.484915000 0.087336459 0.040441105 -0.067899429 -0.097641379 0.859208132 -0.502216146 0.002547371
1532199356.535834099 0.090740013 0.036261222 -0.064687780 -0.096718939 0.855103987 -0.509345782 0.003080959
1532199356.584685900 0.093659711 0.033603024 -0.060558533 -0.095932871 0.850819482 -0.516612952 0.003761697
1532199356.633536350 0.095166769 0.030979407 -0.056578897 -0.095333703 0.846239362 -0.524182947 0.004760863
1532199356.932670699 0.093154998 0.021277534 -0.027571281 -0.093509732 0.818220507 -0.567153889 0.010372998
1532199357.081200099 0.091882169 0.021078193 -0.014284903 -0.092321121 0.807969682 -0.581845013 0.010871323
1532199357.380375300 0.090738272 0.013860668 0.023494816 -0.093035251 0.788979124 -0.607174784 0.013970124
1532199357.628660250 0.087149162 0.015560317 0.055921843 -0.092907080 0.766024314 -0.635840778 0.016778867
1532199357.925727699 0.084412610 0.027933420 0.088138511 -0.091068300 0.739946218 -0.666075326 0.023017782
1532199358.074308500 0.084870758 0.029118190 0.106544242 -0.089697177 0.729104729 -0.677978705 0.026562884
1532199358.373603649 0.085061809 0.040296938 0.133052102 -0.091759009 0.707006567 -0.700527518 0.031355937
1532199358.473440199 0.081099763 0.048990317 0.141710867 0.092057381 -0.700507498 0.706957741 -0.032022430
1532199358.622173650 0.078782036 0.055925773 0.152996883 0.091781880 -0.692757899 0.714567313 -0.032498217
1532199358.722022150 0.080524304 0.054348520 0.153905399 0.091609366 -0.689244395 0.717929326 -0.033576344
1532199358.821854749 0.083259444 0.050523564 0.147853522 0.091560444 -0.687442710 0.719598442 -0.034889657
1532199358.870769399 0.083799535 0.051177219 0.150911056 0.091509508 -0.686897298 0.720102496 -0.035362516
1532199358.921703100 0.079637504 0.054362678 0.146182694 0.091124834 -0.686605729 0.720391023 -0.036133246
1532199358.970611700 0.079381401 0.054295709 0.146125555 0.091057276 -0.686684349 0.720310415 -0.036415422
